0.10536,0
0.10536,0.1
0.10536,0.2
0.10536,0.3
0.10536,0.4
0.10536,0.5
0.10536,0.6
0.10536,0.7
0.10536,0.8
0.10536,0.9
0.10536,1
0.10536,1.1
0.10536,1.2
0.10536,1.3
0.10536,1.4
0.10536,1.5
0.10536,1.6
0.10536,1.7
0.10536,1.8
0.10536,1.9
0.10536,2
0.10536,2.1
0.10536,2.2
0.10536,2.3
0.10536,2.4
0.10536,2.5
0.10536,2.6
0.10536,2.7
0.10536,2.8
0.10536,2.9
0.10536,3
0.10536,3.1
0.10536,3.2
0.10536,3.3
0.10536,3.4
0.10536,3.5
0.10536,3.6
0.10536,3.7
0.10536,3.8
0.10536,3.9
0.10536,4
0.22314,0
0.22314,0.1
0.22314,0.2
0.22314,0.3
0.22314,0.4
0.22314,0.5
0.22314,0.6
0.22314,0.7
0.22314,0.8
0.22314,0.9
0.22314,1
0.22314,1.1
0.22314,1.2
0.22314,1.3
0.22314,1.4
0.22314,1.5
0.22314,1.6
0.22314,1.7
0.22314,1.8
0.22314,1.9
0.22314,2
0.22314,2.1
0.22314,2.2
0.22314,2.3
0.22314,2.4
0.22314,2.5
0.22314,2.6
0.22314,2.7
0.22314,2.8
0.22314,2.9
0.22314,3
0.22314,3.1
0.22314,3.2
0.22314,3.3
0.22314,3.4
0.22314,3.5
0.22314,3.6
0.22314,3.7
0.22314,3.8
0.22314,3.9
0.22314,4
0.35667,0
0.35667,0.1
0.35667,0.2
0.35667,0.3
0.35667,0.4
0.35667,0.5
0.35667,0.6
0.35667,0.7
0.35667,0.8
0.35667,0.9
0.35667,1
0.35667,1.1
0.35667,1.2
0.35667,1.3
0.35667,1.4
0.35667,1.5
0.35667,1.6
0.35667,1.7
0.35667,1.8
0.35667,1.9
0.35667,2
0.35667,2.1
0.35667,2.2
0.35667,2.3
0.35667,2.4
0.35667,2.5
0.35667,2.6
0.35667,2.7
0.35667,2.8
0.35667,2.9
0.35667,3
0.35667,3.1
0.35667,3.2
0.35667,3.3
0.35667,3.4
0.35667,3.5
0.35667,3.6
0.35667,3.7
0.35667,3.8
0.35667,3.9
0.35667,4
0.40228,0
0.40228,0.1
0.40228,0.2
0.40228,0.3
0.40228,0.4
0.40228,0.5
0.40228,0.6
0.40228,0.7
0.40228,0.8
0.40228,0.9
0.40228,1
0.40228,1.1
0.40228,1.2
0.40228,1.3
0.40228,1.4
0.40228,1.5
0.40228,1.6
0.40228,1.7
0.40228,1.8
0.40228,1.9
0.40228,2
0.40228,2.1
0.40228,2.2
0.40228,2.3
0.40228,2.4
0.40228,2.5
0.40228,2.6
0.40228,2.7
0.40228,2.8
0.40228,2.9
0.40228,3
0.40228,3.1
0.40228,3.2
0.40228,3.3
0.40228,3.4
0.40228,3.5
0.40228,3.6
0.40228,3.7
0.40228,3.8
0.40228,3.9
0.40228,4
0.62542,0
0.62542,0.1
0.62542,0.2
0.62542,0.3
0.62542,0.4
0.62542,0.5
0.62542,0.6
0.62542,0.7
0.62542,0.8
0.62542,0.9
0.62542,1
0.62542,1.1
0.62542,1.2
0.62542,1.3
0.62542,1.4
0.62542,1.5
0.62542,1.6
0.62542,1.7
0.62542,1.8
0.62542,1.9
0.62542,2
0.62542,2.1
0.62542,2.2
0.62542,2.3
0.62542,2.4
0.62542,2.5
0.62542,2.6
0.62542,2.7
0.62542,2.8
0.62542,2.9
0.62542,3
0.62542,3.1
0.62542,3.2
0.62542,3.3
0.62542,3.4
0.62542,3.5
0.62542,3.6
0.62542,3.7
0.62542,3.8
0.62542,3.9
0.62542,4
0.91311,0
0.91311,0.1
0.91311,0.2
0.91311,0.3
0.91311,0.4
0.91311,0.5
0.91311,0.6
0.91311,0.7
0.91311,0.8
0.91311,0.9
0.91311,1
0.91311,1.1
0.91311,1.2
0.91311,1.3
0.91311,1.4
0.91311,1.5
0.91311,1.6
0.91311,1.7
0.91311,1.8
0.91311,1.9
0.91311,2
0.91311,2.1
0.91311,2.2
0.91311,2.3
0.91311,2.4
0.91311,2.5
0.91311,2.6
0.91311,2.7
0.91311,2.8
0.91311,2.9
0.91311,3
0.91311,3.1
0.91311,3.2
0.91311,3.3
0.91311,3.4
0.91311,3.5
0.91311,3.6
0.91311,3.7
0.91311,3.8
0.91311,3.9
0.91311,4
1.3186,0
1.3186,0.1
1.3186,0.2
1.3186,0.3
1.3186,0.4
1.3186,0.5
1.3186,0.6
