1.3186,0.7
1.3186,0.8
1.3186,0.9
1.3186,1
1.3186,1.1
1.3186,1.2
1.3186,1.3
1.3186,1.4
1.3186,1.5
1.3186,1.6
1.3186,1.7
1.3186,1.8
1.3186,1.9
1.3186,2
1.3186,2.1
1.3186,2.2
1.3186,2.3
1.3186,2.4
1.3186,2.5
1.3186,2.6
1.3186,2.7
1.3186,2.8
1.3186,2.9
1.3186,3
1.3186,3.1
1.3186,3.2
1.3186,3.3
1.3186,3.4
1.3186,3.5
1.3186,3.6
1.3186,3.7
1.3186,3.8
1.3186,3.9
1.3186,4
2.0117,0
2.0117,0.1
2.0117,0.2
2.0117,0.3
2.0117,0.4
2.0117,0.5
2.0117,0.6
2.0117,0.7
2.0117,0.8
2.0117,0.9
2.0117,1
2.0117,1.1
2.0117,1.2
2.0117,1.3
2.0117,1.4
2.0117,1.5
2.0117,1.6
2.0117,1.7
2.0117,1.8
2.0117,1.9
2.0117,2
2.0117,2.1
2.0117,2.2
2.0117,2.3
2.0117,2.4
2.0117,2.5
2.0117,2.6
2.0117,2.7
2.0117,2.8
2.0117,2.9
2.0117,3
2.0117,3.1
2.0117,3.2
2.0117,3.3
2.0117,3.4
2.0117,3.5
2.0117,3.6
2.0117,3.7
2.0117,3.8
2.0117,3.9
2.0117,4
2.1171,0
2.1171,0.1
2.1171,0.2
2.1171,0.3
2.1171,0.4
2.1171,0.5
2.1171,0.6
2.1171,0.7
2.1171,0.8
2.1171,0.9
2.1171,1
2.1171,1.1
2.1171,1.2
2.1171,1.3
2.1171,1.4
2.1171,1.5
2.1171,1.6
2.1171,1.7
2.1171,1.8
2.1171,1.9
2.1171,2
2.1171,2.1
2.1171,2.2
2.1171,2.3
2.1171,2.4
2.1171,2.5
2.1171,2.6
2.1171,2.7
2.1171,2.8
2.1171,2.9
2.1171,3
2.1171,3.1
2.1171,3.2
2.1171,3.3
2.1171,3.4
2.1171,3.5
2.1171,3.6
2.1171,3.7
2.1171,3.8
2.1171,3.9
2.1171,4
2.2349,0
2.2349,0.1
2.2349,0.2
2.2349,0.3
2.2349,0.4
2.2349,0.5
2.2349,0.6
2.2349,0.7
2.2349,0.8
2.2349,0.9
2.2349,1
2.2349,1.1
2.2349,1.2
2.2349,1.3
2.2349,1.4
2.2349,1.5
2.2349,1.6
2.2349,1.7
2.2349,1.8
2.2349,1.9
2.2349,2
2.2349,2.1
2.2349,2.2
2.2349,2.3
2.2349,2.4
2.2349,2.5
2.2349,2.6
2.2349,2.7
2.2349,2.8
2.2349,2.9
2.2349,3
2.2349,3.1
2.2349,3.2
2.2349,3.3
2.2349,3.4
2.2349,3.5
2.2349,3.6
2.2349,3.7
2.2349,3.8
2.2349,3.9
2.2349,4
2.3684,0
2.3684,0.1
2.3684,0.2
2.3684,0.3
2.3684,0.4
2.3684,0.5
2.3684,0.6
2.3684,0.7
2.3684,0.8
2.3684,0.9
2.3684,1
2.3684,1.1
2.3684,1.2
2.3684,1.3
2.3684,1.4
2.3684,1.5
2.3684,1.6
2.3684,1.7
2.3684,1.8
2.3684,1.9
2.3684,2
2.3684,2.1
2.3684,2.2
2.3684,2.3
2.3684,2.4
2.3684,2.5
2.3684,2.6
2.3684,2.7
2.3684,2.8
2.3684,2.9
2.3684,3
2.3684,3.1
2.3684,3.2
2.3684,3.3
2.3684,3.4
2.3684,3.5
2.3684,3.6
2.3684,3.7
2.3684,3.8
2.3684,3.9
2.3684,4
2.5225,0
2.5225,0.1
2.5225,0.2
2.5225,0.3
2.5225,0.4
2.5225,0.5
2.5225,0.6
2.5225,0.7
2.5225,0.8
2.5225,0.9
2.5225,1
2.5225,1.1
2.5225,1.2
2.5225,1.3
2.5225,1.4
2.5225,1.5
2.5225,1.6
2.5225,1.7
2.5225,1.8
2.5225,1.9
2.5225,2
2.5225,2.1
2.5225,2.2
2.5225,2.3
2.5225,2.4
2.5225,2.5
2.5225,2.6
2.5225,2.7
2.5225,2.8
2.5225,2.9
2.5225,3
2.5225,3.1
2.5225,3.2
2.5225,3.3
2.5225,3.4
2.5225,3.5
2.5225,3.6
2.5225,3.7
2.5225,3.8
2.5225,3.9
2.5225,4
2.7049,0
2.7049,0.1
2.7049,0.2
2.7049,0.3
2.7049,0.4
2.7049,0.5
2.7049,0.6
2.7049,0.7
2.7049,0.8
2.7049,0.9
2.7049,1
2.7049,1.1
2.7049,1.2
2.7049,1.3
2.7049,1.4
2.7049,1.5
2.7049,1.6
2.7049,1.7
2.7049,1.8
2.7049,1.9
2.7049,2
2.7049,2.1
2.7049,2.2
2.7049,2.3
2.7049,2.4
2.7049,2.5
2.7049,2.6
2.7049,2.7
2.7049,2.8
2.7049,2.9
2.7049,3
2.7049,3.1
2.7049,3.2
2.7049,3.3
2.7049,3.4
2.7049,3.5
2.7049,3.6
2.7049,3.7
2.7049,3.8
2.7049,3.9
2.7049,4
2.928,0
2.928,0.1
2.928,0.2
2.928,0.3
2.928,0.4
2.928,0.5
2.928,0.6
2.928,0.7
2.928,0.8
2.928,0.9
2.928,1
2.928,1.1
2.928,1.2
2.928,1.3
2.928,1.4
2.928,1.5
2.928,1.6
2.928,1.7
2.928,1.8
2.928,1.9
2.928,2
2.928,2.1
2.928,2.2
2.928,2.3
2.928,2.4
2.928,2.5
2.928,2.6
2.928,2.7
2.928,2.8
2.928,2.9
2.928,3
2.928,3.1
2.928,3.2
2.928,3.3
2.928,3.4
2.928,3.5
2.928,3.6
2.928,3.7
2.928,3.8
2.928,3.9
2.928,4
3.2157,0
3.2157,0.1
3.2157,0.2
3.2157,0.3
3.2157,0.4
3.2157,0.5
3.2157,0.6
3.2157,0.7
3.2157,0.8
3.2157,0.9
3.2157,1
3.2157,1.1
3.2157,1.2
3.2157,1.3
3.2157,1.4
3.2157,1.5
3.2157,1.6
3.2157,1.7
3.2157,1.8
3.2157,1.9
3.2157,2
3.2157,2.1
3.2157,2.2
3.2157,2.3
3.2157,2.4
3.2157,2.5
3.2157,2.6
3.2157,2.7
3.2157,2.8
3.2157,2.9
3.2157,3
3.2157,3.1
3.2157,3.2
3.2157,3.3
3.2157,3.4
3.2157,3.5
3.2157,3.6
3.2157,3.7
3.2157,3.8
3.2157,3.9
3.2157,4
3.6212,0
3.6212,0.1
3.6212,0.2
3.6212,0.3
3.6212,0.4
3.6212,0.5
3.6212,0.6
3.6212,0.7
3.6212,0.8
3.6212,0.9
3.6212,1
3.6212,1.1
3.6212,1.2
3.6212,1.3
3.6212,1.4
3.6212,1.5
3.6212,1.6
3.6212,1.7
3.6212,1.8
3.6212,1.9
3.6212,2
3.6212,2.1
3.6212,2.2
3.6212,2.3
3.6212,2.4
3.6212,2.5
3.6212,2.6
3.6212,2.7
3.6212,2.8
3.6212,2.9
3.6212,3
3.6212,3.1
3.6212,3.2
3.6212,3.3
3.6212,3.4
3.6212,3.5
3.6212,3.6
3.6212,3.7
3.6212,3.8
3.6212,3.9
3.6212,4
4.3143,0
4.3143,0.1
4.3143,0.2
4.3143,0.3
4.3143,0.4
4.3143,0.5
4.3143,0.6
4.3143,0.7
4.3143,0.8
4.3143,0.9
4.3143,1
4.3143,1.1
4.3143,1.2
4.3143,1.3
4.3143,1.4
4.3143,1.5
4.3143,1.6
4.3143,1.7
4.3143,1.8
4.3143,1.9
4.3143,2
4.3143,2.1
4.3143,2.2
4.3143,2.3
4.3143,2.4
4.3143,2.5
4.3143,2.6
4.3143,2.7
4.3143,2.8
4.3143,2.9
4.3143,3
4.3143,3.1
4.3143,3.2
4.3143,3.3
4.3143,3.4
4.3143,3.5
4.3143,3.6
4.3143,3.7
4.3143,3.8
4.3143,3.9
4.3143,4
4.4197,0
4.4197,0.1
4.4197,0.2
4.4197,0.3
4.4197,0.4
4.4197,0.5
4.4197,0.6
4.4197,0.7
4.4197,0.8
4.4197,0.9
4.4197,1
4.4197,1.1
4.4197,1.2
4.4197,1.3
4.4197,1.4
4.4197,1.5
4.4197,1.6
4.4197,1.7
4.4197,1.8
4.4197,1.9
4.4197,2
4.4197,2.1
4.4197,2.2
4.4197,2.3
4.4197,2.4
4.4197,2.5
4.4197,2.6
4.4197,2.7
4.4197,2.8
4.4197,2.9
4.4197,3
4.4197,3.1
4.4197,3.2
4.4197,3.3
4.4197,3.4
4.4197,3.5
4.4197,3.6
4.4197,3.7
4.4197,3.8
4.4197,3.9
4.4197,4
4.5374,0
4.5374,0.1
4.5374,0.2
4.5374,0.3
4.5374,0.4
4.5374,0.5
4.5374,0.6
4.5374,0.7
4.5374,0.8
4.5374,0.9
4.5374,1
4.5374,1.1
4.5374,1.2
4.5374,1.3
4.5374,1.4
4.5374,1.5
4.5374,1.6
4.5374,1.7
4.5374,1.8
4.5374,1.9
4.5374,2
4.5374,2.1
4.5374,2.2
4.5374,2.3
4.5374,2.4
4.5374,2.5
4.5374,2.6
4.5374,2.7
4.5374,2.8
4.5374,2.9
4.5374,3
4.5374,3.1
4.5374,3.2
4.5374,3.3
4.5374,3.4
4.5374,3.5
4.5374,3.6
4.5374,3.7
4.5374,3.8
4.5374,3.9
4.5374,4
4.671,0
4.671,0.1
4.671,0.2
4.671,0.3
4.671,0.4
4.671,0.5
4.671,0.6
4.671,0.7
4.671,0.8
4.671,0.9
4.671,1
4.671,1.1
4.671,1.2
4.671,1.3
4.671,1.4
4.671,1.5
4.671,1.6
4.671,1.7
4.671,1.8
4.671,1.9
4.671,2
4.671,2.1
4.671,2.2
4.671,2.3
4.671,2.4
4.671,2.5
4.671,2.6
4.671,2.7
4.671,2.8
4.671,2.9
4.671,3
4.671,3.1
4.671,3.2
4.671,3.3
4.671,3.4
4.671,3.5
4.671,3.6
4.671,3.7
4.671,3.8
4.671,3.9
4.671,4
4.8251,0
4.8251,0.1
4.8251,0.2
4.8251,0.3
4.8251,0.4
4.8251,0.5
4.8251,0.6
4.8251,0.7
4.8251,0.8
4.8251,0.9
4.8251,1
4.8251,1.1
4.8251,1.2
4.8251,1.3
4.8251,1.4
4.8251,1.5
4.8251,1.6
4.8251,1.7
4.8251,1.8
4.8251,1.9
4.8251,2
4.8251,2.1
4.8251,2.2
4.8251,2.3
4.8251,2.4
4.8251,2.5
4.8251,2.6
4.8251,2.7
4.8251,2.8
4.8251,2.9
4.8251,3
4.8251,3.1
4.8251,3.2
4.8251,3.3
4.8251,3.4
4.8251,3.5
4.8251,3.6
4.8251,3.7
4.8251,3.8
4.8251,3.9
4.8251,4
5.0075,0
5.0075,0.1
5.0075,0.2
5.0075,0.3
5.0075,0.4
5.0075,0.5
5.0075,0.6
5.0075,0.7
5.0075,0.8
5.0075,0.9
5.0075,1
5.0075,1.1
5.0075,1.2
5.0075,1.3
5.0075,1.4
5.0075,1.5
5.0075,1.6
5.0075,1.7
5.0075,1.8
5.0075,1.9
5.0075,2
5.0075,2.1
5.0075,2.2
5.0075,2.3
5.0075,2.4
5.0075,2.5
5.0075,2.6
5.0075,2.7
5.0075,2.8
5.0075,2.9
5.0075,3
5.0075,3.1
5.0075,3.2
5.0075,3.3
5.0075,3.4
5.0075,3.5
5.0075,3.6
5.0075,3.7
5.0075,3.8
5.0075,3.9
5.0075,4
5.2306,0
5.2306,0.1
5.2306,0.2
5.2306,0.3
5.2306,0.4
5.2306,0.5
5.2306,0.6
5.2306,0.7
5.2306,0.8
5.2306,0.9
5.2306,1
5.2306,1.1
5.2306,1.2
5.2306,1.3
5.2306,1.4
5.2306,1.5
5.2306,1.6
5.2306,1.7
5.2306,1.8
5.2306,1.9
5.2306,2
5.2306,2.1
5.2306,2.2
5.2306,2.3
5.2306,2.4
5.2306,2.5
5.2306,2.6
5.2306,2.7
5.2306,2.8
5.2306,2.9
5.2306,3
5.2306,3.1
5.2306,3.2
5.2306,3.3
5.2306,3.4
5.2306,3.5
5.2306,3.6
5.2306,3.7
5.2306,3.8
5.2306,3.9
5.2306,4
5.5183,0
5.5183,0.1
5.5183,0.2
5.5183,0.3
5.5183,0.4
5.5183,0.5
5.5183,0.6
5.5183,0.7
5.5183,0.8
5.5183,0.9
5.5183,1
5.5183,1.1
5.5183,1.2
5.5183,1.3
5.5183,1.4
5.5183,1.5
5.5183,1.6
5.5183,1.7
5.5183,1.8
5.5183,1.9
5.5183,2
5.5183,2.1
5.5183,2.2
5.5183,2.3
5.5183,2.4
5.5183,2.5
5.5183,2.6
5.5183,2.7
5.5183,2.8
5.5183,2.9
5.5183,3
5.5183,3.1
5.5183,3.2
5.5183,3.3
5.5183,3.4
5.5183,3.5
5.5183,3.6
5.5183,3.7
5.5183,3.8
5.5183,3.9
5.5183,4
5.9237,0
5.9237,0.1
5.9237,0.2
5.9237,0.3
5.9237,0.4
5.9237,0.5
5.9237,0.6
5.9237,0.7
5.9237,0.8
5.9237,0.9
5.9237,1
5.9237,1.1
5.9237,1.2
5.9237,1.3
5.9237,1.4
5.9237,1.5
5.9237,1.6
5.9237,1.7
5.9237,1.8
5.9237,1.9
5.9237,2
5.9237,2.1
5.9237,2.2
5.9237,2.3
5.9237,2.4
5.9237,2.5
5.9237,2.6
5.9237,2.7
5.9237,2.8
5.9237,2.9
5.9237,3
5.9237,3.1
5.9237,3.2
5.9237,3.3
5.9237,3.4
5.9237,3.5
5.9237,3.6
5.9237,3.7
5.9237,3.8
5.9237,3.9
5.9237,4
6.6169,0
6.6169,0.1
6.6169,0.2
6.6169,0.3
6.6169,0.4
6.6169,0.5
6.6169,0.6
6.6169,0.7
6.6169,0.8
6.6169,0.9
6.6169,1
6.6169,1.1
6.6169,1.2
6.6169,1.3
6.6169,1.4
6.6169,1.5
6.6169,1.6
6.6169,1.7
6.6169,1.8
6.6169,1.9
6.6169,2
6.6169,2.1
6.6169,2.2
6.6169,2.3
6.6169,2.4
6.6169,2.5
6.6169,2.6
6.6169,2.7
6.6169,2.8
6.6169,2.9
6.6169,3
6.6169,3.1
6.6169,3.2
6.6169,3.3
6.6169,3.4
6.6169,3.5
6.6169,3.6
6.6169,3.7
6.6169,3.8
6.6169,3.9
6.6169,4
